,Year,ETF,Price,Volatility
0,1999,Agri_Machinery_ETF,35.8965623214049,18.041195210041018
1,1999,Food_Beverage_ETF,38.57462352478393,16.33144957538249
2,1999,Investment_Funds_ETF,127.57614201912574,21.784007044160575
3,1999,Restaurant_FastFood_ETF,33.65664208502894,12.122728228615975
4,1999,Retail_ETF,16.157612350192778,0.0
5,2000,Agri_Machinery_ETF,30.986466111556833,13.843716349816711
6,2000,Food_Beverage_ETF,34.64248007753658,16.64593167631897
7,2000,Investment_Funds_ETF,127.23707129997358,24.931694761189572
8,2000,Restaurant_FastFood_ETF,30.348853294192015,8.44720125927125
9,2000,Retail_ETF,13.999203105701222,0.0
10,2001,Agri_Machinery_ETF,34.25468820664299,17.231944178325243
11,2001,Food_Beverage_ETF,39.818913894304295,18.38539431674462
12,2001,Investment_Funds_ETF,111.49574657899952,12.323960233945051
13,2001,Restaurant_FastFood_ETF,30.839900793666914,9.769691830293572
14,2001,Retail_ETF,19.521388036229606,0.0
15,2002,Agri_Machinery_ETF,37.34722121112149,16.145033588598636
16,2002,Food_Beverage_ETF,42.96085213904087,20.231611693601916
17,2002,Investment_Funds_ETF,96.26376233527107,5.299298451152569
18,2002,Restaurant_FastFood_ETF,29.173834946153608,8.229328435552691
19,2002,Retail_ETF,46.39531071977293,0.0
20,2003,Agri_Machinery_ETF,42.52062642356643,21.436017019262923
21,2003,Food_Beverage_ETF,44.42856472487531,21.702021915784083
22,2003,Investment_Funds_ETF,91.97196323823128,7.1633373844549695
23,2003,Restaurant_FastFood_ETF,23.858357344841817,5.970895994936484
24,2003,Retail_ETF,41.22451407693587,0.0
25,2004,Agri_Machinery_ETF,55.55049471013397,29.39174496497343
26,2004,Food_Beverage_ETF,45.95299950499032,17.877998190135788
27,2004,Investment_Funds_ETF,100.69861983985557,17.58199899076607
28,2004,Restaurant_FastFood_ETF,29.97645911179056,13.096139815155837
29,2004,Retail_ETF,37.561603401560085,0.0
30,2005,Agri_Machinery_ETF,55.32788014314286,27.399494088427883
31,2005,Food_Beverage_ETF,45.61580339127645,15.635506315645271
32,2005,Investment_Funds_ETF,105.04911001952269,19.175441278479283
33,2005,Restaurant_FastFood_ETF,36.067338252516265,14.031144132926217
34,2005,Retail_ETF,46.506956309361016,0.0
35,2006,Agri_Machinery_ETF,61.071519766402695,26.68950062200898
36,2006,Food_Beverage_ETF,46.000083244237565,16.520665771255576
37,2006,Investment_Funds_ETF,113.38915695193081,21.21887251038778
38,2006,Restaurant_FastFood_ETF,40.772487885163194,13.149866715938751
39,2006,Retail_ETF,53.05732659849628,0.0
40,2007,Agri_Machinery_ETF,81.25750063477429,37.17707091950829
41,2007,Food_Beverage_ETF,48.33192408538551,16.7391802662444
42,2007,Investment_Funds_ETF,129.13046854688943,23.45580542814881
43,2007,Restaurant_FastFood_ETF,51.56999072471632,26.909137590370687
44,2007,Retail_ETF,47.89032003823065,0.0
45,2008,Agri_Machinery_ETF,63.93042366174104,25.62744352185784
46,2008,Food_Beverage_ETF,42.75378321809017,19.57531398945839
47,2008,Investment_Funds_ETF,108.62086980443028,19.07623434838163
48,2008,Restaurant_FastFood_ETF,45.183807905364944,28.351945286901813
49,2008,Retail_ETF,36.97986824919862,0.0
50,2009,Agri_Machinery_ETF,43.40413418311518,20.585839588924358
51,2009,Food_Beverage_ETF,39.8821858225563,19.38023411502503
52,2009,Investment_Funds_ETF,86.68813768182231,11.43803674112346
53,2009,Restaurant_FastFood_ETF,44.80714889783982,27.166145532665357
54,2009,Retail_ETF,42.16508399889616,0.0
55,2010,Agri_Machinery_ETF,61.67844935204724,23.734904799290263
56,2010,Food_Beverage_ETF,44.504492993669544,19.78748526032781
57,2010,Investment_Funds_ETF,102.7665001817482,17.058918338513298
58,2010,Restaurant_FastFood_ETF,78.24138638213353,50.785972648280314
59,2010,Retail_ETF,55.45622502407827,0.0
60,2011,Agri_Machinery_ETF,79.66751410730144,31.499906569459103
61,2011,Food_Beverage_ETF,44.25509014286029,20.41579662342266
62,2011,Investment_Funds_ETF,109.27900840964456,30.894560765628384
63,2011,Restaurant_FastFood_ETF,145.4213375517693,97.24350855941594
64,2011,Retail_ETF,62.292584514668086,0.0
65,2012,Agri_Machinery_ETF,87.59732925581181,37.47982591170963
66,2012,Food_Beverage_ETF,48.14876583855824,22.98229261618198
67,2012,Investment_Funds_ETF,118.94053593696373,33.58574716721593
68,2012,Restaurant_FastFood_ETF,193.05974822230908,114.5095995987953
69,2012,Retail_ETF,89.65669193611173,0.0
70,2013,Agri_Machinery_ETF,96.38528347425613,42.41806288731586
71,2013,Food_Beverage_ETF,58.923661201371864,25.393373124641368
72,2013,Investment_Funds_ETF,142.13997566113417,33.3220085401234
73,2013,Restaurant_FastFood_ETF,230.63369392577872,131.0611570086895
74,2013,Retail_ETF,100.83466819150169,0.0
75,2014,Agri_Machinery_ETF,97.78461919033147,47.24200645249629
76,2014,Food_Beverage_ETF,67.66502674323209,25.791538238785687
77,2014,Investment_Funds_ETF,177.51595525715388,11.258311991713237
78,2014,Restaurant_FastFood_ETF,350.5532715999188,203.55015719682012
79,2014,Retail_ETF,67.45582864657877,0.0
80,2015,Agri_Machinery_ETF,83.72217530422769,37.099428135665484
81,2015,Food_Beverage_ETF,82.71469230946849,39.13019190834793
82,2015,Investment_Funds_ETF,191.2366536315554,12.759204841033236
83,2015,Restaurant_FastFood_ETF,387.9379267081499,211.64908841924998
84,2015,Retail_ETF,87.33035742331317,0.0
85,2016,Agri_Machinery_ETF,88.6860236623224,40.31875998970442
86,2016,Food_Beverage_ETF,87.83120196063236,41.90614509285242
87,2016,Investment_Funds_ETF,194.30440857196507,12.5755671825547
88,2016,Restaurant_FastFood_ETF,272.21315087249167,132.1039722328887
89,2016,Retail_ETF,82.90356281064426,0.0
90,2017,Agri_Machinery_ETF,117.11549123641481,49.861809804176886
91,2017,Food_Beverage_ETF,103.13429030192742,58.42690569588584
92,2017,Investment_Funds_ETF,233.58142132688647,14.338212615810596
93,2017,Restaurant_FastFood_ETF,249.61301551669237,116.4910930070721
94,2017,Retail_ETF,63.331385898276096,0.0
95,2018,Agri_Machinery_ETF,125.43273047979653,55.50574046828714
96,2018,Food_Beverage_ETF,95.02274959687372,48.517830148056625
97,2018,Investment_Funds_ETF,266.8903317363163,19.314133431628676
98,2018,Restaurant_FastFood_ETF,273.96568788575956,132.20541666974034
99,2018,Retail_ETF,78.15447355096974,0.0
100,2019,Agri_Machinery_ETF,125.59275682200762,54.64061947334822
101,2019,Food_Beverage_ETF,138.07957864962114,83.08427708329707
102,2019,Investment_Funds_ETF,284.00480133369786,22.238669093786626
103,2019,Restaurant_FastFood_ETF,419.1241095324124,225.54236282288966
104,2019,Retail_ETF,98.05859345098462,0.0
105,2020,Agri_Machinery_ETF,133.20602120035178,62.290516476126555
106,2020,Food_Beverage_ETF,136.24943441397994,73.28776806959894
107,2020,Investment_Funds_ETF,321.9974709736942,55.21720277344344
108,2020,Restaurant_FastFood_ETF,582.3258308760744,346.5733769106644
109,2020,Retail_ETF,120.79017115417156,0.0
110,2021,Agri_Machinery_ETF,231.15349603533102,112.49700066102326
111,2021,Food_Beverage_ETF,191.65839212213848,112.83887077741178
112,2021,Investment_Funds_ETF,331.4836171199912,151.52082382617434
113,2021,Restaurant_FastFood_ETF,901.6277825582706,529.437950584132
114,2021,Retail_ETF,188.5489637925546,0.0
115,2022,Agri_Machinery_ETF,242.97378734219714,125.57943454497477
116,2022,Food_Beverage_ETF,259.02572002027046,151.92480194223154
117,2022,Investment_Funds_ETF,299.6099022462238,164.57989425893476
118,2022,Restaurant_FastFood_ETF,876.5801517831918,485.7366299511102
119,2022,Retail_ETF,206.70075406735006,0.0
120,2023,Agri_Machinery_ETF,271.2081479236578,132.52057042737985
121,2023,Food_Beverage_ETF,319.1702290569472,194.22367015206092
122,2023,Investment_Funds_ETF,328.5570254645828,171.7172626964468
123,2023,Restaurant_FastFood_ETF,1156.3458094875712,624.4443023921818
124,2023,Retail_ETF,219.10758469918213,0.0
125,2024,Agri_Machinery_ETF,275.591444922527,132.4399122095667
126,2024,Food_Beverage_ETF,423.2742032117207,272.9712927036444
127,2024,Investment_Funds_ETF,383.80993505853405,194.3839286716656
128,2024,Restaurant_FastFood_ETF,1523.1650878800547,812.5187824110582
129,2024,Retail_ETF,229.40420536160877,0.0
